"ERI","CODE","CLAS","KIND","CNAME","SPEC","CCCCODE","BARCODE","SUPP","PREDAY","USERFLD1","USERFLD2","PRICE1","PRICE2","PRICE3","PRICE4","PRICE5","MADETYPE","CALCUTYPE","LOCALITY","IMPTRATE","GOODRATE","MARGIN","UNIT","INUNIT","INQTY","OUTUNIT","OUTQTY","LEN","WIDE","HIGHT","PUNIT","PACKUNIT","WETUNIT","NW","INNW","PACKNW","GW","INGW","PACKGW","CFT","INCFT","PACKCFT","CTNQTY","CTNINQTY","PACKQTY","FTQTY20","FTINQTY20","FTPQTY20","FTQTY40","FTINQTY40","FTPQTY40","FTQTY40H","FTINQTY40H","FTPQTY40H","FTQTY45","FTINQTY45","FTPQTY45","PACKDESC","PRODDESC","DESCRIP","ENAME","ESPEC","EPDESC","PICTURE","FCOST","CCOST","TDATE","SAFEQTY","MAXQTY","FQTY","CQTY","FBROWQTY","CBROWQTY","FLENDQTY","CLENDQTY","FPHSQTY","CPHSQTY","FORDQTY","CORDQTY","FSASMQTY","CSASMQTY","FSASKQTY","CSASKQTY","FAGTQTY","CAGTQTY","COSTSUBJ","SALESUBJ","STOCKSUBJ","RAWPSUBJ","HFINPSUBJ","FINPSUBJ","INSDATE","FLAG","GPFLAG","TTIME","UPDNFLAG","GUNSALEFLAG","PRHSSUBJ","FMASMQTY","CMASMQTY","FMASKQTY","CMASKQTY","EXPCOST","CURR","MINQTY","PRSFLAG","LPHSDATE","LSALDATE","LINDATE","LOUTDATE","LUPDDATE","LENDSUBJ","BROWSUBJ","EPDESC1","NTAXFLAG","MFLAG","NSDATE","PICTURES","PICTURED","PICTUREB","SCLAS","SCLASNAME","MCLAS","MCLASNAME","BCLAS","BCLASNAME","GPCQTY","APCODE","LASTUPD","POSFLAG","POSDISFLAG","PLUS","PLUSPRC","BONUSTYPE","BONUSVALUE","FCMD","STOCKMD","PREPERIOD","LPRHSQTY","BESTOQTY","BSTCOST","BROQTY","BOPERIOD","STLDATE"
"00K00102W0SJEE94","H008","05-1","","469首簡譜精裝讚美詩(15*22CM)","特價200","","4710800802006","102","0","","","200","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","102","102","2017/02/08","50","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","5913.","","","","","","2010/01/25","0","0","","0","0","5913.","0","0","0","0","0","NTD","1","0","2017/03/23","2013/04/19","2023/02/01","2013/04/19","2013/04/19","","","","0","0","","","","","","","","","","","0","","170208113737","","","","","","","","","","","","","","",""
"00K00102YFVI3CGH","C205","02-1","","靈糧分享-彼前後.約123(謝溪海)","150","","9789867893444","104","0","經卷類","","150","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","42.98707","42.98718","2023/10/16","100","0","121","107","0","0","-8","-8","0","0","0","0","0","0","0","0","0","0","","","","","","","2010/04/19","1","0","","0","1","5913.","0","0","0","0","0","NTD","1","0","2010/04/26","","2023/01/01","","","","","","1","0","","","","","","","","","","","0","","231016092721","","","","","","","","","","","","","","",""
"00K00102YIW6AEWT","14028","03-2","","信仰的探索-初信班造就教材","150(工本費)","","9786269977840","702","0","","","150","0","0","0","0","0","0","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","105","105","2025/09/18","0","0","-41","32","0","0","6","6","0","0","0","0","0","0","0","0","0","0","5913.","4101.","","","","","2010/04/22","0","0","","0","0","5201.","0","0","0","0","0","NTD","1","0","2014/08/01","","2014/08/01","","","","","","1","0","","","","","","","","","","","0","","250918185352","","","","","","","","","","","","","","",""
"00K00102ZTWRDCSB","0753","08-2","","但以理的故事-靜電貼系列(中主)","290","","9789575503406","204","0","","","290","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","144","203","2023/03/29","0","0","1","2","0","0","2","2","0","0","0","0","0","0","0","0","0","0","","","","","","","2007/12/07","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2024/07/16","2024/07/08","2024/07/16","2024/07/08","2024/07/16","","","","1","0","","","","","","","","","","","0","","230329163835","","","","","","","","","","","","","","",""
"00K001034YQ0N2TB","9789624572414","07-6","","馬可福音析讀(基道)","300","","9789624572414","203","0","","","300","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","308.47117","308.47117","2025/05/26","0","0","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2010/12/06","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2011/01/19","2022/03/10","2011/01/19","2022/03/10","2022/03/10","","","","0","0","","","","","","","","","","","0","","250526101233","","","","","","","","","","","","","","",""
"00K001039FQ9REGM","CU57AZ","01","","輕便型拉鍊皮面聖經(絕版)","850/絕版","","9789570472134","302","0","","","850","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","608.61869","574.90134","2026/03/03","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2004/01/01","0","0","","0","0","","0","0","0","0","0","NTD","0","0","2021/04/06","","2021/04/06","","","","","","1","0","","","","","","","","","","","0","","260303140106","","","","","","","","","","","","","","",""
"00K001039GX6AF00","C210","02-1","","靈糧分享-教牧書信(謝溪海 著)","250","","9789867893512","104","0","經卷類","","250","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","55.60835","55.60554","2021/03/24","100","0","75","28","0","0","17","19","0","0","0","0","0","0","0","0","0","0","","","","","","","2011/05/13","1","0","","0","1","5913.","0","0","0","0","0","NTD","1","0","2012/03/06","","2023/01/01","","","",""," ","1","0","","","","","","","","","","","0","","210324152338","","","","","","","","","","","","","","",""
"00K001039JUDDGO8","CU67AZ","01","","中型皮面拉鍊聖經(聖經公會)","1100","","9789570472073","302","0","","","1100","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","876.31931","729.98599","2026/01/15","2","0","5","13","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2004/01/01","0","0","","0","0","","0","0","0","0","0","NTD","0","0","2014/07/22","","2014/07/22","","","","","","1","0","","","","","","","","","","","0","","260115094031","","","","","","","","","","","","","","",""
"00K001039JV55H6J","CU87AZTI","01","","大字版皮面拉鏈索引聖經(聖經公","1500","","9789570472646","302","0","","","1500","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","992.1259","1171.94968","2026/01/15","2","0","20","5","0","0","2","1","0","0","0","0","0","0","0","0","0","0","","","","","","","2006/07/21","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2024/04/05","2013/10/29","2016/12/31","2013/10/29","2013/10/29","","","","1","0","","","","","","","","","","","0","","260115094259","","","","","","","","","","","","","","",""
"00K00103AMWOBG5K","C212","02-1","","順道信箱釋疑(4)(順道文集8)","250","","9789867893529","104","0","信仰類","","250","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","57.13913","57.13823","2021/03/24","100","0","379","344","0","0","3","1","0","0","0","0","0","0","0","0","0","0","","","","","","","2011/06/24","0","0","","0","0","5913.","0","0","0","0","0","NTD","1","0","2011/06/24","2023/12/28","2021/12/30","2023/12/28","2022/12/28","",""," ","1","0","","","","","","","","","","","0","","210324152347","","","","","","","","","","","","","","",""
"00K00103AXVNW2TH","CM12","02-3","","一場婚禮譜出一趟英國行(林慧瑛)","400","","9789869683630","205","0","","","400","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","240.08333","239.95834","2025/08/25","5","0","2","-4","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","","2020/12/17","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2024/12/30","2021/12/10","2024/12/30","2021/12/10","2021/12/10","",""," ","1","0","","","","","","","","","","","0","","250825145320","","","","","","","","","","","","","","",""
"00K00103AZSXF5VZ","S046G","09-1","","A5筆記本(腓利門)","25","","4711904670003","102","0","","","25","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","12.00827","12.5076","2025/05/05","20","0","1173","3074","0","0","284","449","0","0","0","0","0","0","0","0","0","0","","","","","","","2013/01/01","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2024/06/27","","","","","",""," ","0","0","","","","","","","","","","","0","","250505100854","","","","","","","","","","","","","","",""
"00K00103BCPAO0H3","H034","05-1","","韓文讚美詩","550(特)","","9788953725300","","0","","","550","0","0","0","0","0","0","","0","0","0","個","個","1","個","1","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","455","370","2025/01/13","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2011/07/18","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2021/04/26","2022/06/08","2021/04/26","2022/06/08","2022/06/08","",""," ","0","0","","","","","","","","","","","0","","250113164834","","","","","","","","","","","","","","",""
"00K00103DJTPHAPS","9781932184129","07-7","","馬歇爾新約神學(麥種)","1000","","9781932184129","206","0","","","1000","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","666.8","666.8","2020/01/21","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2011/10/05","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2017/08/09","2017/08/26","2017/08/09","2017/08/26","2017/08/26","",""," ","0","0","","","","","","","","","","","0","","200121112753","","","","","","","","","","","","","","",""
"00K00103EGPX3C8D","12057","11","","青教組輔助教材","","","12057","703","0","","","10","0","0","0","0","0","0","","0","0","0","批","批","1","批","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","18.99991","18.99991","2020/11/06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","4101.","","","","","2011/11/07","1","0","","0","1","5201.","0","0","0","0","0","NTD","1","0","2013/03/13","2020/12/31","2024/01/01","2020/12/31","2024/01/01","",""," ","1","0","","","","","","","","","","","0","","201106140101","","","","","","","","","","","","","","",""
"00K00103F9V8J3GK","C214","02-1","","活讀提多書 (林永基 著)","250","","9789867893543","104","0","經卷類","","250","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","179.41964","179.41964","2021/03/24","100","0","145","127","0","0","-11","-11","0","0","0","0","0","0","0","0","0","0","","","","","","","2011/12/05","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2012/12/12","2023/12/01","2020/12/28","2023/12/01","2023/12/01","",""," ","1","0","","","","","","","","","","","0","","210324152355","","","","","","","","","","","","","","",""
"00K00103FXVIJASI","12059","03-1","","台語翻譯事工研習手冊","30","","4712120590304","703","0","","","30","0","0","0","0","0","0","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","16.39968","16.38916","2019/07/10","0","0","9","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","4101.","","","","","2011/12/29","1","0","","0","1","5201.","0","0","0","0","0","NTD","1","0","2024/10/17","2023/12/23","2024/10/17","2023/12/23","2021/12/30","",""," ","0","0","","","","","","","","","","","0","","190710155758","","","","","","","","","","","","","","",""
"00K00103IHTFTCJV","H007-1","05-1","","469簡譜大字軟皮讚美詩(紀念版)","特價400","","4710800702016","102","0","","","400","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","311.98413","230.53511","2025/09/17","50","0","0","302","0","0","5","4","0","0","0","0","0","0","0","0","0","0","5913.","","","","","","2012/03/28","0","0","","0","0","5913.","0","0","0","0","0","NTD","1","0","2023/05/16","2024/10/05","2024/10/23","2024/10/05","2024/10/23","","","","0","0","","","","","","","","","","","0","","250917095712","","","","","","","","","","","","","","",""
"00K00103LMSAJ89I","C217","02-1","","心起飛的時候 (蔡恆忠 著)","250","","9789867893574","104","0","生活類","","250","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","83","83","2021/03/24","20","0","44","30","0","0","13","14","0","0","0","0","0","0","0","0","0","0","","","","","","","2012/07/17","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2012/07/17","2023/10/23","2022/11/23","2023/10/23","2022/12/28","",""," ","1","0","","","","","","","","","","","0","","210324152407","","","","","","","","","","","","","","",""
"00K00103NCWBZ5JL","B7","01","","希伯來文新約聖經","500","","9789654310024","900","0","","","500","0","0","0","0","0","1","","0","0","0","本","本","1","本","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","1","1","1","1","1100","1100","1100","2100","2100","2100","2300","2300","2300","2900","2900","2900","","","","","","","","220","220","2012/09/17","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2012/09/17","1","0","","0","1","","0","0","0","0","0","NTD","1","0","2012/09/17","2022/12/26","2012/09/17","2022/12/26","2022/12/26","",""," ","0","0","","","","","","","","","","","0","","120917163939","","","","","","","","","","","","","","",""
"00K00103NKP18CXO","S011-1","04-2","","英年離世版勸慰詞(含信封)　　　","30","","S011-1","102","0","","","30","0","0","0","0","0","1","","0","0","0","封","封","1","封","1","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","6.98471","6.98054","2020/01/03","0","0","239","96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2012/09/25","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2020/08/13","","2021/12/30","","","",""," ","0","0","","","","","","","","","","","0","","200103145415","","","","","","","","","","","","","","",""
"00K00103NKP27CXS","S011-2","04-2","","高齡離世版勸慰詞(含信封)　　　","30","","S011-2","102","0","","","30","0","0","0","0","0","1","","0","0","0","封","封","1","封","1","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","4.85534","4.85806","2020/01/03","0","0","550","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2012/09/25","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2023/01/06","","2021/12/30","","","",""," ","0","0","","","","","","","","","","","0","","200103145429","","","","","","","","","","","","","","",""
"00K00103NKP2RCXU","S011-3","04-2","","教會負責人版勸慰詞(含信封)　　","30","","S011-3","102","0","","","30","0","0","0","0","0","1","","0","0","0","封","封","1","封","1","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","7.08278","7.08279","2020/01/03","0","0","412","303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2012/09/25","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2020/08/13","","2021/12/30","","","",""," ","0","0","","","","","","","","","","","0","","200103145420","","","","","","","","","","","","","","",""
"00K00103NKP34CXW","S011-4","04-2","","聖職人員版勸慰詞(含信封)　　","30","","S014","102","0","","","30","0","0","0","0","0","1","","0","0","0","封","封","1","封","1","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","7.12144","7.12135","2020/01/03","0","0","390","323","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2012/09/25","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2020/08/13","","2021/12/30","","","",""," ","0","0","","","","","","","","","","","0","","200103145432","","","","","","","","","","","","","","",""
"00K00103NKP3FCXY","S011-5","04-2","","聖職人員配偶/事工人員版勸慰詞","30","","S015","102","0","","","30","0","0","0","0","0","1","","0","0","0","封","封","1","封","1","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","7.00576","7.00583","2020/01/03","0","0","540","462","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2012/09/25","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2020/08/13","","2021/12/30","","","",""," ","0","0","","","","","","","","","","","0","","200103145436","","","","","","","","","","","","","","",""
"00K00103NKP3QCY0","S011-6","04-2","","未信/慕道離世版勸慰詞","30","","S016","102","0","","","30","0","0","0","0","0","1","","0","0","0","封","封","1","封","1","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","7.6002","7.59907","2020/01/03","0","0","280","131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","2012/09/25","0","0","","0","0","","0","0","0","0","0","NTD","1","0","2020/08/13","","2021/12/30","","","",""," ","0","0","","","","","","","","","","","0","","200103145448","","","","","","","","","","","","","","",""
